Make,Model,Year,Mileage,Price,Condition,Dealer,Image Link
Ford,Kuga,2019,117837,N/A,Shows signs of sever abuse,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/24C812431/Ext360/24C81243136000.webp
Toyota,Hilux,2016,370000,259900,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/26E512571/Ext360/26E51257136000.webp
BMW,1 Series,2013,117000,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/472E05548/Ext360/472E0554836000.webp
Mitsubishi,ASX,2016,110630,N/A,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/56F204815/Ext360/56F20481536000.webp
Toyota,Fortuner,2018,139900,359900,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/693314407/Ext360/69331440736000.webp
Isuzu,KB,2017,364596,188900,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/778F14891/Ext360/778F1489136000.webp
Infiniti,Q50,2017,118000,N/A,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/77FE16434/Ext360/77FE1643436000.webp
Toyota,Hilux,2016,328183,231900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/7BCC08894/Ext360/7BCC0889436000.webp
Ford,Ranger,2018,333406,182900,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/85D101627/Ext360/85D10162736000.webp
Volkswagen,Tiguan Allspace,2019,139000,387900,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/918707150/Ext360/91870715036000.webp
Toyota,Hilux,2015,351543,196900,Shows signs of excessive wear and tear,Polokwane (L),https://photos.webuycars.co.za/photobooth/A6B906158/Ext360/A6B90615836000.webp
Toyota,Hilux,2017,335305,221900,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/B70F14243/Ext360/B70F1424336000.webp
Jaguar,F-Pace,2018,139000,322900,Vehicle is better than average,Springfield (KZN),https://photos.webuycars.co.za/photobooth/BD8112233/Ext360/BD811223336000.webp
BMW,1 Series,2011,112000,N/A,Normal wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/F5DB10878/Ext360/F5DB1087836000.webp
Ford,Figo,2012,194000,44900,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/DF9410084/Ext360/DF941008436000.webp
Renault,Captur,2017,113000,N/A,Shows signs of sever abuse,Richmond (WC),https://photos.webuycars.co.za/photobooth/F76B12061/Ext360/F76B1206136000.webp
Toyota,Hilux,2016,423000,222900,Shows signs of sever abuse,Dome (GP),https://photos.webuycars.co.za/photobooth/023B12643/Ext360/023B1264336000.webp
BMW,X4,2019,140000,492900,Normal wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/03DD09117/Ext360/03DD0911736000.webp
Mercedes-Benz,C Class,2017,140000,307900,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/12F308823/Ext360/12F30882336000.webp
Hyundai,Santa-FE,2013,125000,N/A,Shows signs of excessive wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/223404664/Ext360/22340466436000.webp
Toyota,Hilux,2015,590000,182900,Shows signs of excessive wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/4CFE04555/Ext360/4CFE0455536000.webp
Toyota,C-HR,2017,10000,N/A,Vehicle in excellent condition,Springfield (KZN),https://photos.webuycars.co.za/photobooth/459A12918/Ext360/459A1291836000.webp
Haval,H2 Jolion,2024,7500,N/A,Vehicle is better than average,Dome (GP),https://photos.webuycars.co.za/photobooth/53CB10310/Ext360/53CB1031036000.webp
Toyota,Land Cruiser,2007,390000,221900,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/550814495/Ext360/55081449536000.webp
Toyota,Fortuner,2019,140000,431900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/5FA306736/Ext360/5FA30673636000.webp
BMW,X1,2017,118437,N/A,Shows signs of excessive wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/7AA300547/Ext360/7AA30054736000.webp
Nissan,X Trail,2016,121133,N/A,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/883C12940/Ext360/883C1294036000.webp
Audi,A5,2015,118000,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/8FD807692/Ext360/8FD80769236000.webp
Mercedes-Benz,SLK Class,2006,120000,N/A,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/982D08982/Ext360/982D0898236000.webp
Toyota,Hilux,2013,463664,206900,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/B7E401623/Ext360/B7E40162336000.webp
Volkswagen,Amarok,2013,133000,N/A,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/C2EA05790/Ext360/C2EA0579036000.jpg
Jeep,Compass,2013,121000,N/A,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/E16909204/Ext360/E1690920436000.webp
BMW,3 Series,2012,121000,N/A,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/E51A15207/Ext360/E51A1520736000.webp
Nissan,Magnite,2024,6153,N/A,Vehicle is better than average,Dome (GP),https://photos.webuycars.co.za/photobooth/E7A410558/Ext360/E7A41055836000.webp
Land Rover,Range Rover,2017,140000,494900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/F2D408842/Ext360/F2D40884236000.webp
Audi,Q5,2017,140000,424900,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/077D04076/Ext360/077D0407636000.webp
Honda,Jazz,2017,128900,N/A,Shows signs of excessive wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/0DAB09408/Ext360/0DAB0940836000.webp
Volvo,S60,2016,125706,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/176C11012/Ext360/176C1101236000.webp
Suzuki,Ertiga,2021,17250,N/A,Shows signs of excessive wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/346012425/Ext360/34601242536000.webp
Hyundai,Grand i10,2023,10000,N/A,Shows signs of excessive wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/369712996/Ext360/36971299636000.webp
Land Rover,Discovery,2013,140000,306900,Vehicle is better than average,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/3FE202766/Ext360/3FE20276636000.webp
Chevrolet,Spark,2015,124000,57900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/5A1613895/Ext360/5A161389536000.webp
Volkswagen,Tiguan,2016,130169,N/A,Shows signs of excessive wear and tear,Rustenburg (NW),https://photos.webuycars.co.za/photobooth/5F7F06739/Ext360/5F7F0673936000.webp
Renault,Triber,2021,14841,N/A,Vehicle in excellent condition,Springfield (KZN),https://photos.webuycars.co.za/photobooth/82B912759/Ext360/82B91275936000.webp
Honda,Ballade,2015,132177,N/A,Shows signs of excessive wear and tear,Rustenburg (NW),https://photos.webuycars.co.za/photobooth/AAB006780/Ext360/AAB00678036000.webp
Volkswagen,T6.1,2021,141000,444900,Shows signs of excessive wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/AB9313206/Ext360/AB931320636000.webp
Land Rover,Range Rover,2015,140100,413900,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/BC8515099/Ext360/BC851509936000.webp
Volkswagen,Polo Vivo,2024,8269,N/A,Shows signs of excessive wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/C57012347/Ext360/C5701234736000.webp
Renault,Duster,2017,133000,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/E96510527/Ext360/E9651052736000.webp
Nissan,X Trail,2010,130000,N/A,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/EE6911503/Ext360/EE691150336000.webp
Fiat,500,2022,14500,N/A,Normal wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/F92708190/Ext360/F9270819036000.webp
Toyota,Corolla Quest,2015,132000,N/A,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/FBCE10019/Ext360/FBCE1001936000.webp
Hyundai,i20,2013,151000,84900,Normal wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/FAB606322/Ext360/FAB60632236000.webp
Hyundai,Venue,2022,19738,N/A,Vehicle is better than average,JHB South (GP),https://photos.webuycars.co.za/photobooth/F5E912422/Ext360/F5E91242236000.webp
Nissan,X Trail,2018,136270,N/A,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/FBF402984/Ext360/FBF40298436000.webp
Honda,Civic,2013,141000,N/A,Shows signs of excessive wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/0A6A09509/Ext360/0A6A0950936000.webp
BMW,5 Series,2012,141000,N/A,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/0B7615675/Ext360/0B761567536000.webp
Toyota,Tazz,2004,73505,65900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/5AB811313/Ext360/5AB81131336000.webp
Jeep,Renegade,2016,142000,N/A,Shows signs of excessive wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/0C4C06921/Ext360/0C4C0692136000.webp
Ford,Fiesta,2019,33895,N/A,Vehicle is better than average,Dome (GP),https://photos.webuycars.co.za/photobooth/2ED113040/Ext360/2ED11304036000.webp
Volkswagen,Polo,2021,43000,N/A,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/339704472/Ext360/33970447236000.webp
Volkswagen,T6,2017,143609,527900,Normal wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/351607760/Ext360/35160776036000.webp
Volkswagen,Polo,2017,38000,N/A,Normal wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/36F212673/Ext360/36F21267336000.webp
Ford,Everest,2017,144872,324900,Normal wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/27A006030/Ext360/27A00603036000.webp
Ford,Ecosport,2022,55000,N/A,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/473F07979/Ext360/473F0797936000.webp
BMW,1 Series,2015,146200,N/A,Shows signs of excessive wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/4A9906208/Ext360/4A990620836000.webp
Land Rover,Range Rover Evoque,2013,149323,N/A,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/684901011/Ext360/68490101136000.webp
Mazda,CX-3,2017,48000,N/A,Vehicle is better than average,Richmond (WC),https://photos.webuycars.co.za/photobooth/826210648/Ext360/82621064836000.webp
BMW,3 Series,2016,150000,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/986804864/Ext360/98680486436000.webp
Peugeot,2008,2023,48438,N/A,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/9AF005704/Ext360/9AF00570436000.webp
Toyota,Prado,2017,145000,571900,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/9BEE06560/Ext360/9BEE0656036000.webp
Audi,Q3,2013,148911,N/A,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/9C4406191/Ext360/9C440619136000.webp
Volkswagen,Touareg,2018,145000,582900,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/A89607914/Ext360/A8960791436000.webp
Toyota,Starlet,2020,47000,N/A,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/ABB312888/Ext360/ABB31288836000.webp
Audi,Q5,2011,148010,N/A,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/B18107711/Ext360/B1810771136000.webp
Audi,A4,2016,145000,N/A,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/CDF913042/Ext360/CDF91304236000.webp
Land Rover,Range Rover,2016,145000,481900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/DBA706042/Ext360/DBA70604236000.webp
Mahindra,Xuv300,2020,56000,N/A,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/D11F11538/Ext360/D11F1153836000.webp
Jaguar,XF,2012,146000,N/A,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/EE2810914/Ext360/EE281091436000.webp
Honda,Amaze,2022,44000,N/A,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/F8B512788/Ext360/F8B51278836000.webp
Audi,Q5,2018,146000,319900,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/115F16116/Ext360/115F1611636000.webp
Mercedes-Benz,A Class,2014,153000,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/241B00839/Ext360/241B0083936000.webp
Volkswagen,Polo,2017,67191,N/A,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/39F113022/Ext360/39F11302236000.webp
Mahindra,Xuv300,2021,69000,N/A,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/3FC005454/Ext360/3FC00545436000.webp
Ford,Focus,2013,154000,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/492B07331/Ext360/492B0733136000.webp
Volkswagen,T-Cross,2021,83000,N/A,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/493A13565/Ext360/493A1356536000.webp
Peugeot,3008,2019,69000,N/A,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/4D9412767/Ext360/4D941276736000.webp
Suzuki,Swift,2020,57917,N/A,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/4DFE12537/Ext360/4DFE1253736000.webp
Suzuki,Vitara,2022,60000,N/A,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/5BDF05301/Ext360/5BDF0530136000.webp
Mercedes-Benz,ML,2011,153000,N/A,Shows signs of sever abuse,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/62EF01841/Ext360/62EF0184136000.webp
Hyundai,i20,2015,134000,57900,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/A1AB07670/Ext360/A1AB0767036000.webp
Volkswagen,Tiguan,2018,146584,308900,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/83E811864/Ext360/83E81186436000.webp
BMW,1 Series,2017,154000,N/A,Shows signs of excessive wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/878F07186/Ext360/878F0718636000.webp
Ford,Everest,2019,146500,328900,Shows signs of excessive wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/AF8112548/Ext360/AF811254836000.webp
Land Rover,Discovery,2016,145072,415900,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/C6E913008/Ext360/C6E91300836000.webp
Haval,H2,2018,71631,N/A,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/D3B115788/Ext360/D3B11578836000.webp
Audi,Q5,2010,152000,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/D61105102/Ext360/D6110510236000.webp
Ford,Ecosport,2021,58000,N/A,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/D66B12813/Ext360/D66B1281336000.webp
Hyundai,Accent,2016,155334,N/A,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/E98910180/Ext360/E9891018036000.webp
Audi,A3,2015,154000,N/A,Shows signs of excessive wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/FBEC02539/Ext360/FBEC0253936000.webp
Toyota,Fortuner,2018,146673,371900,Normal wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/07AA09876/Ext360/07AA0987636000.webp
Mini,Cooper 5DR,2020,81000,N/A,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/07B407106/Ext360/07B40710636000.webp
Audi,Q5,2014,161000,N/A,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/467912551/Ext360/46791255136000.webp
Mercedes-Benz,CLA,2016,92000,N/A,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/397511424/Ext360/39751142436000.webp
Mercedes-Benz,B Class,2013,160000,N/A,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/47F912232/Ext360/47F91223236000.webp
Audi,Q5,2012,159000,N/A,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/858C03379/Ext360/858C0337936000.webp
Mercedes-Benz,B Class,2015,159000,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/8C3008483/Ext360/8C300848336000.webp
Ford,Ecosport,2019,71000,N/A,Normal wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/8E0601843/Ext360/8E060184336000.webp
Volkswagen,T6,2019,147000,397900,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/918E01320/Ext360/918E0132036000.webp
Mini,Clubman,2020,82993,N/A,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/9A6C12421/Ext360/9A6C1242136000.webp
Mercedes-Benz,GLE,2017,146736,427900,Normal wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/9B1207096/Ext360/9B120709636000.webp
Ford,Ecosport,2020,82000,N/A,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/9DE011183/Ext360/9DE01118336000.webp
Ford,Kuga,2012,158641,N/A,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/C4F006119/Ext360/C4F00611936000.webp
Toyota,RAV 4,2020,146892,346900,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/C79A14405/Ext360/C79A1440536000.webp
Hyundai,Grand i10,2015,127000,57900,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/CF3B16164/Ext360/CF3B1616436000.webp
KIA,Cerato,2015,160971,N/A,Shows signs of excessive wear and tear,Polokwane (L),https://photos.webuycars.co.za/photobooth/DF3A06288/Ext360/DF3A0628836000.webp
Toyota,Yaris,2019,80800,N/A,Normal wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/E81E11757/Ext360/E81E1175736000.webp
BMW,3 Series,2013,159885,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/EE5811000/Ext360/EE581100036000.webp
Toyota,RAV 4,2018,80000,N/A,Shows signs of excessive wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/F4EB08289/Ext360/F4EB0828936000.webp
Mini,Countryman,2013,162000,N/A,Shows signs of excessive wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/046B03945/Ext360/046B0394536000.webp
BMW,4 Series,2019,147239,331900,Normal wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/16FE14903/Ext360/16FE1490336000.webp
Volkswagen,Polo,2018,94309,N/A,Normal wear and tear,Rustenburg (NW),https://photos.webuycars.co.za/photobooth/24C906562/Ext360/24C90656236000.webp
Opel,Mokka X,2019,97277,N/A,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/499112684/Ext360/49911268436000.webp
Jeep,Grand Cherokee,2013,161000,N/A,Normal wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/4F7815898/Ext360/4F781589836000.webp
Ford,Ecosport,2019,83000,N/A,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/55F410169/Ext360/55F41016936000.webp
Volkswagen,T5,2005,162129,N/A,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/6BE411749/Ext360/6BE41174936000.webp
Mercedes-Benz,GLA,2017,148000,366900,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/6C1608805/Ext360/6C160880536000.webp
Toyota,Fortuner,2017,147026,345900,Shows signs of excessive wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/722B03367/Ext360/722B0336736000.webp
Haval,H6,2019,84000,N/A,Normal wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/87E512937/Ext360/87E51293736000.webp
Opel,Corsa Utility,2007,169056,35900,Shows signs of excessive wear and tear,Rustenburg (NW),https://photos.webuycars.co.za/photobooth/968B13152/Ext360/968B1315236000.webp
Mercedes-Benz,GLE,2015,147205,401900,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/A16D08678/Ext360/A16D0867836000.webp
Audi,Q3,2018,88000,N/A,Normal wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/A17603589/Ext360/A1760358936000.webp
Audi,A3,2020,96524,N/A,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/C15607029/Ext360/C1560702936000.webp
Jeep,Grand Cherokee,2013,164000,N/A,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/F3BD05225/Ext360/F3BD0522536000.webp
Mercedes-Benz,CLA,2015,162000,N/A,Shows signs of sever abuse,Midstream (GP),https://photos.webuycars.co.za/photobooth/F4EA10367/Ext360/F4EA1036736000.webp
Volkswagen,Golf 6,2011,165000,N/A,Shows signs of excessive wear and tear,Germiston (GP),https://photos.webuycars.co.za/photobooth/FE5111673/Ext360/FE511167336000.webp
Ford,Kuga,2014,162000,N/A,Shows signs of excessive wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/FE8710729/Ext360/FE871072936000.webp
BMW,3 Series,2017,108000,N/A,Normal wear and tear,Silver Lakes (GP),https://photos.webuycars.co.za/photobooth/25D611279/Ext360/25D61127936000.webp
Audi,A3,2018,107811,N/A,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/351811814/Ext360/35181181436000.webp
Land Rover,Freelander,2011,166000,N/A,Normal wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/3BF509092/Ext360/3BF50909236000.webp
BMW,1 Series,2014,167498,N/A,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/3E5901203/Ext360/3E590120336000.webp
Land Rover,Discovery,2016,148000,340900,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/5D8306010/Ext360/5D830601036000.webp
Toyota,Fortuner Epic,2015,148500,349900,Normal wear and tear,Pietermaritzburg (KZN),https://photos.webuycars.co.za/photobooth/605803382/Ext360/60580338236000.webp
Jeep,Grand Cherokee,2013,168000,N/A,Shows signs of excessive wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/7D0005849/Ext360/7D000584936000.webp
Land Rover,Discovery,2015,148000,363900,Shows signs of excessive wear and tear,Riverhorse (KZN),https://photos.webuycars.co.za/photobooth/91DB11521/Ext360/91DB1152136000.webp
KIA,Sorento,2013,165703,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/AC1F13927/Ext360/AC1F1392736000.webp
Hyundai,i10,2012,217683,38900,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/6B0E14975/Ext360/6B0E1497536000.webp
BMW,5 Series,2017,148210,374900,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/B14112521/Ext360/B1411252136000.webp
BMW,1 Series,2015,167000,N/A,Shows signs of excessive wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/B14308205/Ext360/B1430820536000.webp
BMW,4 Series,2013,99941,N/A,Normal wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/C7EA10605/Ext360/C7EA1060536000.webp
KIA,Sorento,2010,215162,74900,Shows signs of excessive wear and tear,Mbombela (MP),https://photos.webuycars.co.za/photobooth/AE8F01055/Ext360/AE8F0105536000.webp
Mercedes-Benz,E Class,2015,165913,N/A,Shows signs of excessive wear and tear,Brackenfell (WC),https://photos.webuycars.co.za/photobooth/CE3800222/Ext360/CE380022236000.webp
Volkswagen,Golf 7,2018,98500,N/A,Normal wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/D78912819/Ext360/D7891281936000.webp
Mercedes-Benz,C Class Coupe,2014,107409,N/A,Vehicle is better than average,Midstream (GP),https://photos.webuycars.co.za/photobooth/D7ED05292/Ext360/D7ED0529236000.webp
Chevrolet,Captiva,2014,167000,N/A,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/D8E808481/Ext360/D8E80848136000.webp
Audi,A3,2020,110000,N/A,Normal wear and tear,Epping (WC),https://photos.webuycars.co.za/photobooth/EF3506229/Ext360/EF350622936000.webp
Toyota,Hilux,2020,149000,472900,Normal wear and tear,East London (EC),https://photos.webuycars.co.za/photobooth/07C403553/Ext360/07C40355336000.webp
Lexus,LX,2014,149000,562900,Vehicle is better than average,Richmond (WC),https://photos.webuycars.co.za/photobooth/0C2815633/Ext360/0C281563336000.webp
Ford,Tourneo,2016,129000,N/A,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/3C2A05112/Ext360/3C2A0511236000.webp
Jeep,Wrangler,2016,148572,331900,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/0DE813503/Ext360/0DE81350336000.webp
Mercedes-Benz,ML,2012,170000,N/A,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/40FF13505/Ext360/40FF1350536000.webp
BMW,2 Series,2015,115114,N/A,Shows signs of excessive wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/6E0811623/Ext360/6E081162336000.webp
Land Rover,Range Rover Evoque,2013,171000,N/A,Shows signs of excessive wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/7A3D05437/Ext360/7A3D0543736000.webp
Volkswagen,T6.1,2021,149602,457900,Normal wear and tear,Richmond (WC),https://photos.webuycars.co.za/photobooth/908813093/Ext360/90881309336000.webp
Mercedes-Benz,C Class,2014,120121,N/A,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/A65F12922/Ext360/A65F1292236000.webp
Jaguar,XF,2012,277000,72900,Shows signs of excessive wear and tear,Dome (GP),https://photos.webuycars.co.za/photobooth/A3AE15817/Ext360/A3AE1581736000.webp
Nissan,X Trail,2016,172733,N/A,Shows signs of excessive wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/BBD307523/Ext360/BBD30752336000.webp
Land Rover,Freelander,2013,170440,N/A,Normal wear and tear,Springfield (KZN),https://photos.webuycars.co.za/photobooth/C44902676/Ext360/C4490267636000.webp
Land Rover,Range Rover Evoque,2013,119000,N/A,Normal wear and tear,George (WC),https://photos.webuycars.co.za/photobooth/CAA300128/Ext360/CAA30012836000.webp
Toyota,C-HR,2017,170000,N/A,Shows signs of excessive wear and tear,Gqeberha (EC),https://photos.webuycars.co.za/photobooth/D34702307/Ext360/D3470230736000.webp
Audi,A3,2020,117000,N/A,Normal wear and tear,Midstream (GP),https://photos.webuycars.co.za/photobooth/D84711420/Ext360/D8471142036000.webp
Volvo,Xc60,2017,116140,N/A,Shows signs of excessive wear and tear,JHB South (GP),https://photos.webuycars.co.za/photobooth/EF7010806/Ext360/EF701080636000.webp
